domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.stern.de,-0.094595000678334,0.2311162759175467,0.07292870709537376,0.13871229141176086,351.0
www.tagesspiegel.de,-0.006429225202213715,0.2056709411457174,0.07284391534391534,0.12491199103447186,261.0
www.zeit.de,-0.0038722626396237585,0.19942559366478335,0.05372483098177543,0.10829717718244092,216.0
www.diepresse.com,0.003533577533577529,0.21661635930916132,0.047835775335775335,0.0991093670360674,130.0
www.faz.net,-0.045250035117291754,0.21642563396763373,0.07778550358196376,0.12424727921518416,113.0
www.bild.de,0.02178203997648441,0.2478102923395784,0.06265064667842445,0.12954829698799167,108.0
orf.at,0.060386343216531885,0.2503077464504149,0.03158879904162923,0.08361539708226924,106.0
www.morgenpost.de,0.0005736631222068066,0.20704350613888903,0.0506491755278163,0.11662192191857161,103.0
www.welt.de,0.02323481319405232,0.26564910187210855,0.04293733138841834,0.09496134623724327,92.0
www.tagesschau.de,-0.06904695767195768,0.23356552018113444,0.09349647266313933,0.15826764806592958,90.0
www.n-tv.de,-0.0005818512143813394,0.19612780564071944,0.06948986421877988,0.12669866471284105,83.0
www.nzz.ch,-0.000648778029730419,0.20344995636723315,0.03648904006046863,0.08462925821279342,63.0
www.focus.de,0.024739858906525563,0.25402486266044577,0.04735449735449736,0.11648243322901937,63.0
www.sueddeutsche.de,-0.03230665315771699,0.1946622056388648,0.07901046943600136,0.11936601183121626,47.0
www.dw.com,0.04424392097264437,0.21380824887212763,0.06708459979736575,0.11025688835965304,47.0
taz.de,-0.08355263157894736,0.18706468852594105,0.21491228070175436,0.10601431548484054,19.0
www.spektrum.de,0.1148015873015873,0.25464793977036554,0.06351851851851852,0.11246769890516349,18.0
t3n.de,0.08338293650793653,0.34701572692995925,0.04027777777777777,0.08451369924146691,18.0
steiermark.orf.at,-0.007987012987012987,0.1749663512722083,0.01515151515151515,0.050251890762960605,11.0
tirol.orf.at,-0.08424242424242424,0.22137495045029076,0.0,0.0,11.0
www.telepolis.de,-0.02333333333333336,0.3624310279211756,0.027777777777777776,0.08333333333333334,9.0
www.jungewelt.de,-0.01270833333333334,0.29916277023593374,0.053125000000000006,0.07841908933052316,8.0
www.rtl.de,-0.04217687074829931,0.3397955353310337,0.02040816326530612,0.05399492471560389,7.0
science.orf.at,0.1430952380952381,0.12741165629066345,0.05238095238095238,0.08997354108424373,7.0
noe.orf.at,-0.2082936507936508,0.24726120740285767,0.03783068783068783,0.043821216137745964,6.0
kaernten.orf.at,-0.0075000000000000015,0.015000000000000003,0.0,0.0,4.0
futurezone.at,0.033333333333333284,0.4430533786083753,0.16666666666666666,0.3333333333333333,4.0
www.gamestar.de,0.23333333333333334,0.34641016151377546,0.0,0.0,4.0
vorarlberg.orf.at,-0.18444444444444444,0.15987263449152037,0.09999999999999999,0.17320508075688773,3.0
de.catholicnewsagency.com,-0.3333333333333333,0.2886751345948129,0.0,0.0,3.0
oe3.orf.at,0.2333333333333333,0.20207259421636903,0.0,0.0,3.0
www.derstandard.at,0.020000000000000004,0.03464101615137755,0.13333333333333333,0.11547005383792516,3.0
www.kino-zeit.de,0.0,0.0,0.0,0.0,2.0
www.jw.org,0.2333333333333333,0.0,0.16666666666666666,0.23570226039551584,2.0
versicherungswirtschaft-heute.de,0.06874999999999999,0.15026019100214133,0.125,0.1767766952966369,2.0
stadt-bremerhaven.de,0.425,0.10606601717798214,0.0,0.0,2.0
www.computerbase.de,-0.2,0.0353553390593274,0.0,0.0,2.0
www.kino.de,0.0,1.0,0.0,1.0,1.0
www.visions.de,0.0,1.0,0.0,1.0,1.0
www.transfermarkt.de,0.0,1.0,0.0,1.0,1.0
www.brigitte.de,0.0,1.0,0.0,1.0,1.0
netzpolitik.org,0.0,1.0,0.0,1.0,1.0
sport.orf.at,0.0,1.0,0.0,1.0,1.0
scilogs.spektrum.de,0.0,1.0,0.0,1.0,1.0
www.freitag.de,0.0,1.0,0.0,1.0,1.0
www.perlentaucher.de,0.0,1.0,0.0,1.0,1.0
www.globenewswire.com,0.0,1.0,0.0,1.0,1.0
ooe.orf.at,0.0,1.0,0.0,1.0,1.0
www.golem.de,0.0,1.0,0.0,1.0,1.0
www.mdr.de,0.0,1.0,0.0,1.0,1.0
www.macerkopf.de,0.0,1.0,0.0,1.0,1.0
www.krone.at,0.0,1.0,0.0,1.0,1.0
burgenland.orf.at,0.0,1.0,0.0,1.0,1.0
